count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
189,2,0,1,1,31.16,32.575,22,35.0008,2011,4,4,0,16
366,2,0,1,1,30.34,32.575,23,40.9973,2011,4,4,0,17
386,2,0,1,2,29.52,31.82,23,32.9975,2011,4,4,0,18
278,2,0,1,1,28.7,31.82,24,31.0009,2011,4,4,0,19
173,2,0,1,2,28.7,31.82,24,36.9974,2011,4,4,0,20
95,2,0,1,2,28.7,31.82,30,30.0026,2011,4,4,0,21
75,2,0,1,2,27.88,31.82,36,31.0009,2011,4,4,0,22
48,2,0,1,2,26.24,31.06,47,15.0013,2011,4,4,0,23
22,2,0,1,1,25.42,31.06,50,7.0015,2011,4,5,1,0
15,2,0,1,3,25.42,31.06,57,27.9993,2011,4,5,1,1
5,2,0,1,2,22.14,25.76,73,22.0028,2011,4,5,1,2
4,2,0,1,2,22.14,25.76,73,22.0028,2011,4,5,1,3
2,2,0,1,3,20.5,24.24,88,32.9975,2011,4,5,1,4
5,2,0,1,3,18.86,22.725,94,19.9995,2011,4,5,1,5
38,2,0,1,2,19.68,23.485,88,22.0028,2011,4,5,1,6
134,2,0,1,2,19.68,23.485,88,22.0028,2011,4,5,1,7
157,2,0,1,3,15.58,19.695,87,39.0007,2011,4,5,1,8
46,2,0,1,3,14.76,15.91,87,32.9975,2011,4,5,1,9
28,2,0,1,3,13.94,15.15,81,26.0027,2011,4,5,1,10
19,2,0,1,3,13.12,14.395,81,30.0026,2011,4,5,1,11
38,2,0,1,2,13.94,15.15,71,26.0027,2011,4,5,1,12
56,2,0,1,2,14.76,16.665,63,27.9993,2011,4,5,1,13
76,2,0,1,2,14.76,15.91,57,32.9975,2011,4,5,1,14
68,2,0,1,1,16.4,20.455,46,31.0009,2011,4,5,1,15
130,2,0,1,1,15.58,19.695,46,27.9993,2011,4,5,1,16
273,2,0,1,1,17.22,21.21,38,27.9993,2011,4,5,1,17
267,2,0,1,1,15.58,19.695,40,32.9975,2011,4,5,1,18
160,2,0,1,1,14.76,16.665,43,19.9995,2011,4,5,1,19
91,2,0,1,1,13.94,15.91,46,19.0012,2011,4,5,1,20
89,2,0,1,1,13.94,14.395,46,35.0008,2011,4,5,1,21
46,2,0,1,1,13.12,15.15,49,19.9995,2011,4,5,1,22
26,2,0,1,1,12.3,14.395,49,19.0012,2011,4,5,1,23
15,2,0,1,1,12.3,15.91,49,7.0015,2011,4,6,2,0
2,2,0,1,1,10.66,13.635,60,8.9981,2011,4,6,2,1
5,2,0,1,1,9.84,12.12,70,8.9981,2011,4,6,2,2
4,2,0,1,1,10.66,13.635,60,8.9981,2011,4,6,2,3
1,2,0,1,1,9.84,12.12,65,8.9981,2011,4,6,2,4
13,2,0,1,1,9.84,12.88,70,7.0015,2011,4,6,2,5
56,2,0,1,1,9.84,12.88,70,7.0015,2011,4,6,2,6
133,2,0,1,1,10.66,13.635,65,7.0015,2011,4,6,2,7
325,2,0,1,1,13.12,15.15,61,15.0013,2011,4,6,2,8
165,2,0,1,1,14.76,16.665,46,16.9979,2011,4,6,2,9
69,2,0,1,1,16.4,20.455,37,26.0027,2011,4,6,2,10
93,2,0,1,1,17.22,21.21,38,26.0027,2011,4,6,2,11
134,2,0,1,1,18.04,21.97,41,16.9979,2011,4,6,2,12
112,2,0,1,1,18.86,22.725,38,32.9975,2011,4,6,2,13
115,2,0,1,1,20.5,24.24,34,27.9993,2011,4,6,2,14
117,2,0,1,1,21.32,25.0,32,22.0028,2011,4,6,2,15
169,2,0,1,1,22.14,25.76,28,27.9993,2011,4,6,2,16
356,2,0,1,1,21.32,25.0,32,30.0026,2011,4,6,2,17
325,2,0,1,1,21.32,25.0,29,23.9994,2011,4,6,2,18
232,2,0,1,1,20.5,24.24,31,19.9995,2011,4,6,2,19
141,2,0,1,1,18.86,22.725,51,15.0013,2011,4,6,2,20
102,2,0,1,1,18.86,22.725,41,19.0012,2011,4,6,2,21
84,2,0,1,1,18.86,22.725,41,19.0012,2011,4,6,2,22
40,2,0,1,1,18.86,22.725,41,19.9995,2011,4,6,2,23
20,2,0,1,1,18.86,22.725,41,19.0012,2011,4,7,3,0
13,2,0,1,1,17.22,21.21,47,8.9981,2011,4,7,3,1
7,2,0,1,1,17.22,21.21,54,0.0,2011,4,7,3,2
3,2,0,1,1,14.76,17.425,66,12.998,2011,4,7,3,3
1,2,0,1,1,13.94,16.665,76,12.998,2011,4,7,3,4
6,2,0,1,1,13.94,15.91,76,15.0013,2011,4,7,3,5
64,2,0,1,1,13.12,15.15,81,16.9979,2011,4,7,3,6
160,2,0,1,2,13.94,16.665,76,11.0014,2011,4,7,3,7
314,2,0,1,1,14.76,17.425,76,12.998,2011,4,7,3,8
170,2,0,1,2,16.4,20.455,66,8.9981,2011,4,7,3,9
95,2,0,1,2,17.22,21.21,67,7.0015,2011,4,7,3,10
122,2,0,1,2,18.86,22.725,55,0.0,2011,4,7,3,11
153,2,0,1,2,18.86,22.725,55,0.0,2011,4,7,3,12
135,2,0,1,2,21.32,25.0,48,6.0032,2011,4,7,3,13
157,2,0,1,1,22.96,26.515,43,6.0032,2011,4,7,3,14
160,2,0,1,1,24.6,31.06,38,7.0015,2011,4,7,3,15
213,2,0,1,1,24.6,31.06,35,0.0,2011,4,7,3,16
343,2,0,1,1,21.32,25.0,52,19.0012,2011,4,7,3,17
333,2,0,1,1,19.68,23.485,55,16.9979,2011,4,7,3,18
226,2,0,1,1,18.86,22.725,59,19.9995,2011,4,7,3,19
203,2,0,1,1,18.04,21.97,62,11.0014,2011,4,7,3,20
108,2,0,1,2,18.04,21.97,67,19.0012,2011,4,7,3,21
81,2,0,1,2,16.4,20.455,76,12.998,2011,4,7,3,22
54,2,0,1,1,15.58,19.695,76,16.9979,2011,4,7,3,23
25,2,0,1,2,14.76,17.425,76,15.0013,2011,4,8,4,0
9,2,0,1,2,13.94,16.665,76,8.9981,2011,4,8,4,1
13,2,0,1,3,13.94,16.665,76,11.0014,2011,4,8,4,2
1,2,0,1,3,13.94,16.665,76,11.0014,2011,4,8,4,3
1,2,0,1,2,13.94,16.665,86,8.9981,2011,4,8,4,4
9,2,0,1,2,13.12,15.91,87,12.998,2011,4,8,4,5
35,2,0,1,2,13.94,18.18,87,0.0,2011,4,8,4,6
113,2,0,1,3,13.94,16.665,87,11.0014,2011,4,8,4,7
221,2,0,1,3,13.94,16.665,87,11.0014,2011,4,8,4,8
185,2,0,1,2,14.76,17.425,76,12.998,2011,4,8,4,9
73,2,0,1,2,14.76,16.665,71,19.0012,2011,4,8,4,10
98,2,0,1,2,16.4,20.455,62,26.0027,2011,4,8,4,11
80,2,0,1,3,15.58,19.695,66,15.0013,2011,4,8,4,12
42,2,0,1,3,14.76,16.665,76,19.0012,2011,4,8,4,13
15,2,0,1,3,13.94,15.91,87,15.0013,2011,4,8,4,14
25,2,0,1,3,13.94,15.91,87,15.0013,2011,4,8,4,15
60,2,0,1,2,13.12,15.15,93,16.9979,2011,4,8,4,16
148,2,0,1,3,13.12,15.15,93,16.9979,2011,4,8,4,17
62,2,0,1,3,13.12,15.15,93,16.9979,2011,4,8,4,18
53,2,0,1,3,12.3,13.635,93,27.9993,2011,4,8,4,19
63,2,0,1,2,12.3,13.635,93,22.0028,2011,4,8,4,20
54,2,0,1,2,12.3,14.395,93,16.9979,2011,4,8,4,21
51,2,0,1,2,12.3,13.635,93,19.9995,2011,4,8,4,22
35,2,0,1,2,12.3,14.395,93,15.0013,2011,4,8,4,23
31,2,0,0,2,12.3,14.395,87,15.0013,2011,4,9,5,0
20,2,0,0,2,12.3,15.15,87,8.9981,2011,4,9,5,1
17,2,0,0,2,13.12,15.15,87,15.0013,2011,4,9,5,2
14,2,0,0,3,12.3,14.395,100,16.9979,2011,4,9,5,3
3,2,0,0,3,12.3,13.635,100,16.9979,2011,4,9,5,4
5,2,0,0,2,12.3,14.395,93,15.0013,2011,4,9,5,5
13,2,0,0,2,12.3,14.395,93,12.998,2011,4,9,5,6
21,2,0,0,2,12.3,15.15,93,11.0014,2011,4,9,5,7
54,2,0,0,2,13.12,15.15,93,11.0014,2011,4,9,5,8
98,2,0,0,2,13.94,17.425,87,7.0015,2011,4,9,5,9
133,2,0,0,2,13.94,16.665,87,8.9981,2011,4,9,5,10
142,2,0,0,2,14.76,18.18,81,0.0,2011,4,9,5,11
202,2,0,0,2,14.76,17.425,81,8.9981,2011,4,9,5,12
222,2,0,0,2,14.76,18.94,81,0.0,2011,4,9,5,13
212,2,0,0,2,14.76,17.425,81,8.9981,2011,4,9,5,14
201,2,0,0,2,14.76,18.94,87,0.0,2011,4,9,5,15
191,2,0,0,2,15.58,19.695,82,0.0,2011,4,9,5,16
257,2,0,0,2,15.58,19.695,82,6.0032,2011,4,9,5,17
177,2,0,0,2,15.58,19.695,82,7.0015,2011,4,9,5,18
130,2,0,0,2,15.58,19.695,82,8.9981,2011,4,9,5,19
93,2,0,0,2,15.58,19.695,87,11.0014,2011,4,9,5,20
75,2,0,0,2,14.76,17.425,93,8.9981,2011,4,9,5,21
87,2,0,0,2,14.76,17.425,93,8.9981,2011,4,9,5,22
57,2,0,0,2,15.58,19.695,87,6.0032,2011,4,9,5,23
53,2,0,0,2,15.58,19.695,87,6.0032,2011,4,10,6,0
37,2,0,0,2,15.58,19.695,87,8.9981,2011,4,10,6,1
36,2,0,0,2,15.58,19.695,87,6.0032,2011,4,10,6,2
16,2,0,0,2,15.58,19.695,87,8.9981,2011,4,10,6,3
5,2,0,0,2,14.76,18.18,93,7.0015,2011,4,10,6,4
4,2,0,0,2,14.76,18.18,93,6.0032,2011,4,10,6,5
4,2,0,0,2,14.76,18.18,93,6.0032,2011,4,10,6,6
10,2,0,0,2,14.76,18.18,100,6.0032,2011,4,10,6,7
55,2,0,0,2,15.58,19.695,94,6.0032,2011,4,10,6,8
81,2,0,0,2,15.58,19.695,94,8.9981,2011,4,10,6,9
150,2,0,0,2,16.4,20.455,87,0.0,2011,4,10,6,10
202,2,0,0,2,16.4,20.455,87,8.9981,2011,4,10,6,11
230,2,0,0,2,17.22,21.21,88,8.9981,2011,4,10,6,12
263,2,0,0,1,18.86,22.725,82,7.0015,2011,4,10,6,13
281,2,0,0,1,20.5,24.24,72,12.998,2011,4,10,6,14
297,2,0,0,1,20.5,24.24,77,15.0013,2011,4,10,6,15
288,2,0,0,2,21.32,25.0,72,11.0014,2011,4,10,6,16
236,2,0,0,2,21.32,25.0,72,12.998,2011,4,10,6,17
240,2,0,0,1,20.5,24.24,77,12.998,2011,4,10,6,18
131,2,0,0,1,20.5,24.24,77,12.998,2011,4,10,6,19
92,2,0,0,1,18.86,22.725,82,8.9981,2011,4,10,6,20
95,2,0,0,1,18.04,21.97,88,12.998,2011,4,10,6,21
57,2,0,0,1,18.04,21.97,94,16.9979,2011,4,10,6,22
32,2,0,0,1,18.86,22.725,88,23.9994,2011,4,10,6,23
23,2,0,1,1,19.68,23.485,88,22.0028,2011,4,11,0,0
4,2,0,1,1,18.86,22.725,94,19.0012,2011,4,11,0,1
9,2,0,1,1,18.86,22.725,94,19.0012,2011,4,11,0,2
1,2,0,1,1,18.86,22.725,94,12.998,2011,4,11,0,4
13,2,0,1,1,18.86,22.725,94,12.998,2011,4,11,0,5
61,2,0,1,2,18.86,22.725,100,15.0013,2011,4,11,0,6
176,2,0,1,2,20.5,24.24,88,15.0013,2011,4,11,0,7
314,2,0,1,2,21.32,25.0,88,19.0012,2011,4,11,0,8
165,2,0,1,2,22.96,26.515,83,19.0012,2011,4,11,0,9
96,2,0,1,2,22.96,26.515,83,19.9995,2011,4,11,0,10
104,2,0,1,2,24.6,29.545,73,19.9995,2011,4,11,0,11
134,2,0,1,2,24.6,29.545,73,22.0028,2011,4,11,0,12
139,2,0,1,2,26.24,30.305,69,27.9993,2011,4,11,0,13
145,2,0,1,2,29.52,33.335,54,23.9994,2011,4,11,0,14
141,2,0,1,1,30.34,33.335,48,35.0008,2011,4,11,0,15
235,2,0,1,1,30.34,33.335,48,35.0008,2011,4,11,0,16
452,2,0,1,1,30.34,33.335,48,35.0008,2011,4,11,0,17
383,2,0,1,1,29.52,33.335,51,26.0027,2011,4,11,0,18
284,2,0,1,1,29.52,33.335,51,30.0026,2011,4,11,0,19
166,2,0,1,1,27.88,31.82,57,35.0008,2011,4,11,0,20
158,2,0,1,1,27.06,31.06,61,16.9979,2011,4,11,0,21
91,2,0,1,2,26.24,31.06,50,19.0012,2011,4,11,0,22
54,2,0,1,3,23.78,27.275,60,0.0,2011,4,11,0,23
24,2,0,1,2,25.42,31.06,50,7.0015,2011,4,12,1,0
13,2,0,1,2,25.42,31.06,50,6.0032,2011,4,12,1,1
14,2,0,1,2,24.6,31.06,53,8.9981,2011,4,12,1,2
1,2,0,1,2,23.78,27.275,56,8.9981,2011,4,12,1,3
6,2,0,1,2,22.96,26.515,64,8.9981,2011,4,12,1,4
16,2,0,1,2,22.14,25.76,68,8.9981,2011,4,12,1,5
58,2,0,1,2,22.14,25.76,68,19.0012,2011,4,12,1,6
189,2,0,1,2,22.14,25.76,68,15.0013,2011,4,12,1,7
226,2,0,1,3,19.68,23.485,88,26.0027,2011,4,12,1,8
54,2,0,1,3,18.86,22.725,94,32.9975,2011,4,12,1,9
40,2,0,1,3,20.5,24.24,82,27.9993,2011,4,12,1,10
49,2,0,1,1,21.32,25.0,77,23.9994,2011,4,12,1,11
92,2,0,1,2,22.96,26.515,64,31.0009,2011,4,12,1,12
106,2,0,1,3,22.14,25.76,68,19.0012,2011,4,12,1,13
44,2,0,1,2,20.5,24.24,82,19.0012,2011,4,12,1,14
78,2,0,1,2,19.68,23.485,77,35.0008,2011,4,12,1,15
99,2,0,1,2,19.68,23.485,77,26.0027,2011,4,12,1,16
291,2,0,1,3,18.04,21.97,77,15.0013,2011,4,12,1,17
224,2,0,1,3,18.04,21.97,77,15.0013,2011,4,12,1,18
130,2,0,1,2,17.22,21.21,82,19.0012,2011,4,12,1,19
103,2,0,1,2,17.22,21.21,82,19.0012,2011,4,12,1,20
84,2,0,1,2,17.22,21.21,82,12.998,2011,4,12,1,21
54,2,0,1,2,16.4,20.455,94,19.9995,2011,4,12,1,22
39,2,0,1,2,16.4,20.455,94,16.9979,2011,4,12,1,23
15,2,0,1,2,16.4,20.455,100,19.9995,2011,4,13,2,0
1,2,0,1,2,16.4,20.455,100,19.9995,2011,4,13,2,1
2,2,0,1,3,16.4,20.455,100,19.9995,2011,4,13,2,2
2,2,0,1,3,16.4,20.455,94,22.0028,2011,4,13,2,3
3,2,0,1,3,16.4,20.455,94,22.0028,2011,4,13,2,4
5,2,0,1,3,15.58,19.695,94,16.9979,2011,4,13,2,5
34,2,0,1,3,15.58,19.695,94,15.0013,2011,4,13,2,6
70,2,0,1,3,14.76,17.425,100,15.0013,2011,4,13,2,7
164,2,0,1,3,15.58,19.695,94,12.998,2011,4,13,2,8
65,2,0,1,2,15.58,19.695,94,15.0013,2011,4,13,2,9
46,2,0,1,2,16.4,20.455,87,12.998,2011,4,13,2,10
61,2,0,1,2,17.22,21.21,82,12.998,2011,4,13,2,11
95,2,0,1,3,17.22,21.21,82,16.9979,2011,4,13,2,12
61,2,0,1,2,18.04,21.97,77,12.998,2011,4,13,2,13
106,2,0,1,2,17.22,21.21,77,16.9979,2011,4,13,2,14
81,2,0,1,2,18.04,21.97,72,19.0012,2011,4,13,2,15
142,2,0,1,1,18.86,22.725,67,19.0012,2011,4,13,2,16
309,2,0,1,1,18.86,22.725,67,19.9995,2011,4,13,2,17
321,2,0,1,1,18.04,21.97,62,26.0027,2011,4,13,2,18
175,2,0,1,1,18.04,21.97,62,16.9979,2011,4,13,2,19
126,2,0,1,1,18.04,21.97,62,16.9979,2011,4,13,2,20
117,2,0,1,1,17.22,21.21,67,11.0014,2011,4,13,2,21
99,2,0,1,1,17.22,21.21,67,12.998,2011,4,13,2,22
62,2,0,1,1,16.4,20.455,71,8.9981,2011,4,13,2,23
21,2,0,1,1,15.58,19.695,76,8.9981,2011,4,14,3,0
10,2,0,1,1,15.58,19.695,76,15.0013,2011,4,14,3,1
3,2,0,1,1,14.76,17.425,76,8.9981,2011,4,14,3,2
2,2,0,1,1,13.94,16.665,81,8.9981,2011,4,14,3,3
9,2,0,1,1,13.94,18.18,76,0.0,2011,4,14,3,4
14,2,0,1,1,13.94,17.425,76,6.0032,2011,4,14,3,5
70,2,0,1,1,13.94,17.425,76,7.0015,2011,4,14,3,6
193,2,0,1,1,15.58,19.695,66,0.0,2011,4,14,3,7
337,2,0,1,1,17.22,21.21,58,11.0014,2011,4,14,3,8
170,2,0,1,1,18.86,22.725,51,8.9981,2011,4,14,3,9
89,2,0,1,1,20.5,24.24,51,12.998,2011,4,14,3,10
115,2,0,1,1,21.32,25.0,45,11.0014,2011,4,14,3,11
145,2,0,1,1,22.14,25.76,42,8.9981,2011,4,14,3,12
159,2,0,1,1,22.96,26.515,37,15.0013,2011,4,14,3,13
137,2,0,1,1,22.96,26.515,35,6.0032,2011,4,14,3,14
142,2,0,1,1,24.6,31.06,31,6.0032,2011,4,14,3,15
202,2,0,1,1,24.6,30.305,26,7.0015,2011,4,14,3,16
388,2,0,1,1,24.6,30.305,28,0.0,2011,4,14,3,17
337,2,0,1,1,22.96,26.515,30,0.0,2011,4,14,3,18
259,2,0,1,1,22.14,25.76,32,0.0,2011,4,14,3,19
169,2,0,1,1,20.5,24.24,51,12.998,2011,4,14,3,20
145,2,0,1,1,18.86,22.725,63,8.9981,2011,4,14,3,21
104,2,0,1,1,19.68,23.485,55,7.0015,2011,4,14,3,22
47,2,0,1,1,18.86,22.725,59,7.0015,2011,4,14,3,23
27,2,1,0,1,18.04,21.97,67,0.0,2011,4,15,4,0
15,2,1,0,1,18.04,21.97,62,0.0,2011,4,15,4,1
18,2,1,0,1,16.4,20.455,76,0.0,2011,4,15,4,2
3,2,1,0,1,16.4,20.455,76,0.0,2011,4,15,4,3
3,2,1,0,1,15.58,19.695,82,6.0032,2011,4,15,4,4
13,2,1,0,1,14.76,18.18,81,7.0015,2011,4,15,4,5
47,2,1,0,1,14.76,18.18,81,6.0032,2011,4,15,4,6
149,2,1,0,1,16.4,20.455,71,11.0014,2011,4,15,4,7
300,2,1,0,1,18.04,21.97,62,19.9995,2011,4,15,4,8
178,2,1,0,1,20.5,24.24,55,12.998,2011,4,15,4,9
122,2,1,0,1,20.5,24.24,55,12.998,2011,4,15,4,10
136,2,1,0,1,21.32,25.0,55,12.998,2011,4,15,4,11
200,2,1,0,1,21.32,25.0,55,19.0012,2011,4,15,4,12
180,2,1,0,1,22.14,25.76,52,16.9979,2011,4,15,4,13
163,2,1,0,1,22.14,25.76,52,16.9979,2011,4,15,4,14
162,2,1,0,1,22.14,25.76,52,30.0026,2011,4,15,4,15
243,2,1,0,1,21.32,25.0,55,32.9975,2011,4,15,4,16
331,2,1,0,2,20.5,24.24,63,26.0027,2011,4,15,4,17
263,2,1,0,2,18.86,22.725,67,26.0027,2011,4,15,4,18
209,2,1,0,1,17.22,21.21,77,26.0027,2011,4,15,4,19
118,2,1,0,2,16.4,20.455,76,22.0028,2011,4,15,4,20
102,2,1,0,2,16.4,20.455,76,19.9995,2011,4,15,4,21
80,2,1,0,2,15.58,19.695,82,26.0027,2011,4,15,4,22
64,2,1,0,2,14.76,17.425,81,12.998,2011,4,15,4,23
43,2,0,0,2,14.76,17.425,81,15.0013,2011,4,16,5,0
33,2,0,0,2,14.76,16.665,87,19.0012,2011,4,16,5,1
24,2,0,0,2,14.76,17.425,87,8.9981,2011,4,16,5,2
14,2,0,0,2,14.76,17.425,87,11.0014,2011,4,16,5,3
5,2,0,0,2,14.76,17.425,87,15.0013,2011,4,16,5,4
4,2,0,0,2,15.58,19.695,87,19.0012,2011,4,16,5,5
10,2,0,0,3,16.4,20.455,82,22.0028,2011,4,16,5,6
21,2,0,0,2,16.4,20.455,82,27.9993,2011,4,16,5,7
45,2,0,0,3,16.4,20.455,87,23.9994,2011,4,16,5,8
29,2,0,0,3,16.4,20.455,100,19.9995,2011,4,16,5,9
22,2,0,0,3,17.22,21.21,94,26.0027,2011,4,16,5,10
31,2,0,0,3,17.22,21.21,94,30.0026,2011,4,16,5,11
32,2,0,0,2,18.86,22.725,88,39.0007,2011,4,16,5,12
58,2,0,0,3,18.86,22.725,94,35.0008,2011,4,16,5,13
63,2,0,0,3,21.32,25.0,83,39.0007,2011,4,16,5,14
78,2,0,0,3,21.32,25.0,83,39.0007,2011,4,16,5,15
33,2,0,0,3,20.5,24.24,88,31.0009,2011,4,16,5,16
15,2,0,0,3,20.5,24.24,88,39.0007,2011,4,16,5,17
38,2,0,0,2,20.5,24.24,94,26.0027,2011,4,16,5,18
71,2,0,0,2,21.32,25.0,94,27.9993,2011,4,16,5,19
53,2,0,0,3,18.04,21.97,94,15.0013,2011,4,16,5,20
14,2,0,0,2,18.04,21.97,94,0.0,2011,4,16,5,21
24,2,0,0,3,17.22,21.21,100,0.0,2011,4,16,5,22
35,2,0,0,2,18.04,21.97,77,19.0012,2011,4,16,5,23
33,2,0,0,2,18.04,21.97,77,19.0012,2011,4,17,6,0
31,2,0,0,1,17.22,21.21,67,15.0013,2011,4,17,6,1
29,2,0,0,1,16.4,20.455,62,12.998,2011,4,17,6,2
25,2,0,0,1,16.4,20.455,66,8.9981,2011,4,17,6,3
7,2,0,0,1,14.76,18.18,76,7.0015,2011,4,17,6,4
3,2,0,0,1,14.76,17.425,71,11.0014,2011,4,17,6,5
8,2,0,0,1,14.76,15.91,66,30.0026,2011,4,17,6,6
16,2,0,0,1,14.76,16.665,50,23.9994,2011,4,17,6,7
43,2,0,0,1,15.58,19.695,46,26.0027,2011,4,17,6,8
102,2,0,0,1,16.4,20.455,43,19.0012,2011,4,17,6,9
211,2,0,0,1,17.22,21.21,44,30.0026,2011,4,17,6,10
304,2,0,0,1,18.86,22.725,41,27.9993,2011,4,17,6,11
354,2,0,0,1,18.86,22.725,38,26.0027,2011,4,17,6,12
343,2,0,0,1,20.5,24.24,34,26.0027,2011,4,17,6,13
361,2,0,0,1,21.32,25.0,34,26.0027,2011,4,17,6,14
388,2,0,0,1,22.14,25.76,32,35.0008,2011,4,17,6,15
343,2,0,0,1,22.14,25.76,30,23.9994,2011,4,17,6,16
306,2,0,0,1,22.96,26.515,30,30.0026,2011,4,17,6,17
277,2,0,0,1,22.96,26.515,30,26.0027,2011,4,17,6,18
210,2,0,0,1,22.96,26.515,30,19.9995,2011,4,17,6,19
141,2,0,0,1,21.32,25.0,36,12.998,2011,4,17,6,20
83,2,0,0,1,20.5,24.24,42,12.998,2011,4,17,6,21
70,2,0,0,1,20.5,24.24,39,7.0015,2011,4,17,6,22
56,2,0,0,1,18.04,21.97,67,11.0014,2011,4,17,6,23
39,2,0,1,1,18.86,22.725,47,6.0032,2011,4,18,0,0
19,2,0,1,1,18.86,22.725,47,8.9981,2011,4,18,0,1
16,2,0,1,1,17.22,21.21,67,7.0015,2011,4,18,0,2
7,2,0,1,1,17.22,21.21,62,7.0015,2011,4,18,0,3
6,2,0,1,1,16.4,20.455,87,11.0014,2011,4,18,0,4
16,2,0,1,1,16.4,20.455,76,6.0032,2011,4,18,0,5
54,2,0,1,1,16.4,20.455,82,0.0,2011,4,18,0,6
168,2,0,1,1,18.86,22.725,63,0.0,2011,4,18,0,7
297,2,0,1,1,18.86,22.725,63,0.0,2011,4,18,0,8
169,2,0,1,2,20.5,24.24,55,7.0015,2011,4,18,0,9
109,2,0,1,2,21.32,25.0,55,7.0015,2011,4,18,0,10
123,2,0,1,2,22.14,25.76,52,6.0032,2011,4,18,0,11
184,2,0,1,2,22.96,26.515,49,6.0032,2011,4,18,0,12
169,2,0,1,2,22.96,26.515,49,11.0014,2011,4,18,0,13
144,2,0,1,2,23.78,27.275,49,12.998,2011,4,18,0,14
176,2,0,1,2,24.6,31.06,43,12.998,2011,4,18,0,15
205,2,0,1,1,24.6,31.06,46,19.0012,2011,4,18,0,16
428,2,0,1,1,23.78,27.275,49,19.0012,2011,4,18,0,17
362,2,0,1,1,26.24,31.06,31,23.9994,2011,4,18,0,18
286,2,0,1,1,22.96,26.515,46,16.9979,2011,4,18,0,19
165,2,0,1,1,24.6,31.06,33,19.9995,2011,4,18,0,20
151,2,0,1,1,22.96,26.515,37,19.0012,2011,4,18,0,21
90,2,0,1,1,21.32,25.0,55,19.0012,2011,4,18,0,22
46,2,0,1,1,20.5,24.24,59,16.9979,2011,4,18,0,23
25,2,0,1,1,20.5,24.24,55,15.0013,2011,4,19,1,0
7,2,0,1,1,18.86,22.725,63,15.0013,2011,4,19,1,1
13,2,0,1,1,18.86,22.725,67,19.0012,2011,4,19,1,2
3,2,0,1,1,19.68,23.485,63,15.0013,2011,4,19,1,3
5,2,0,1,1,18.86,22.725,67,6.0032,2011,4,19,1,4
18,2,0,1,2,18.86,22.725,72,12.998,2011,4,19,1,5
65,2,0,1,2,19.68,23.485,67,0.0,2011,4,19,1,6
188,2,0,1,2,21.32,25.0,55,0.0,2011,4,19,1,7
351,2,0,1,2,20.5,24.24,68,8.9981,2011,4,19,1,8
162,2,0,1,3,21.32,25.0,63,6.0032,2011,4,19,1,9
75,2,0,1,2,20.5,24.24,72,15.0013,2011,4,19,1,10
72,2,0,1,2,22.14,25.76,68,11.0014,2011,4,19,1,11
103,2,0,1,2,22.14,25.76,64,6.0032,2011,4,19,1,12
129,2,0,1,2,22.14,25.76,68,15.0013,2011,4,19,1,13
107,2,0,1,2,22.14,25.76,64,12.998,2011,4,19,1,14
127,2,0,1,2,22.14,25.76,65,11.0014,2011,4,19,1,15
192,2,0,1,1,22.96,26.515,52,19.9995,2011,4,19,1,16
411,2,0,1,1,22.96,26.515,60,7.0015,2011,4,19,1,17
421,2,0,1,2,22.14,25.76,64,8.9981,2011,4,19,1,18
276,2,0,1,2,20.5,24.24,72,12.998,2011,4,19,1,19
168,2,0,1,2,20.5,24.24,72,15.0013,2011,4,19,1,20
122,2,0,1,2,20.5,24.24,72,8.9981,2011,4,19,1,21
112,2,0,1,1,19.68,23.485,77,6.0032,2011,4,19,1,22
52,2,0,1,1,18.86,22.725,88,6.0032,2011,4,19,1,23
96,2,0,0,1,17.22,21.21,67,6.0032,2011,5,1,6,0
59,2,0,0,1,17.22,21.21,69,7.0015,2011,5,1,6,1
50,2,0,0,1,17.22,21.21,77,7.0015,2011,5,1,6,2
23,2,0,0,1,16.4,20.455,82,7.0015,2011,5,1,6,3
17,2,0,0,1,16.4,20.455,76,7.0015,2011,5,1,6,4
10,2,0,0,1,16.4,20.455,82,6.0032,2011,5,1,6,5
13,2,0,0,2,16.4,20.455,82,6.0032,2011,5,1,6,6
33,2,0,0,2,17.22,21.21,77,6.0032,2011,5,1,6,7
59,2,0,0,2,18.04,21.97,77,8.9981,2011,5,1,6,8
141,2,0,0,2,18.86,22.725,72,8.9981,2011,5,1,6,9
264,2,0,0,2,19.68,23.485,63,12.998,2011,5,1,6,10
250,2,0,0,1,18.86,22.725,82,7.0015,2011,5,1,6,11
281,2,0,0,2,19.68,23.485,77,7.0015,2011,5,1,6,12
332,2,0,0,2,20.5,24.24,63,11.0014,2011,5,1,6,13
238,2,0,0,2,20.5,24.24,68,7.0015,2011,5,1,6,14
266,2,0,0,2,20.5,24.24,72,0.0,2011,5,1,6,15
214,2,0,0,2,20.5,24.24,72,12.998,2011,5,1,6,16
196,2,0,0,2,19.68,23.485,82,16.9979,2011,5,1,6,17
159,2,0,0,2,18.86,22.725,82,6.0032,2011,5,1,6,18
178,2,0,0,2,18.86,22.725,84,7.0015,2011,5,1,6,19
121,2,0,0,2,18.86,22.725,82,0.0,2011,5,1,6,20
105,2,0,0,2,18.86,22.725,82,0.0,2011,5,1,6,21
